dep;clage_vacsi;jour;n_tot_dose1;n_tot_complet;pop;couv_tot_dose1;couv_tot_complet
45;64;2021-05-03;17634;2577;40935.0;43.1;6.3
45;69;2021-05-03;19689;3077;39320.0;50.1;7.8
45;74;2021-05-03;25617;7690;35729.0;71.7;21.5
45;79;2021-05-03;17801;12583;21933.0;81.2;57.4
45;80;2021-05-03;30616;22551;42663.0;71.8;52.9
46;24;2021-05-03;357;84;9162.0;3.9;0.9
46;29;2021-05-03;424;160;6807.0;6.2;2.4
46;39;2021-05-03;1281;465;16429.0;7.8;2.8
46;49;2021-05-03;2375;818;19814.0;12.0;4.1
46;59;2021-05-03;6952;2049;24719.0;28.1;8.3
46;64;2021-05-03;6888;1198;14220.0;48.4;8.4
46;69;2021-05-03;8582;1662;14062.0;61.0;11.8
46;74;2021-05-03;10548;3527;13341.0;79.1;26.4
46;79;2021-05-03;7358;5514;8404.0;87.6;65.6
46;80;2021-05-03;12733;9870;17380.0;73.3;56.8
47;24;2021-05-03;618;199;20332.0;3.0;1.0
47;29;2021-05-03;766;290;14531.0;5.3;2.0
47;39;2021-05-03;2531;1058;35714.0;7.1;3.0
47;49;2021-05-03;4297;1604;38760.0;11.1;4.1
47;59;2021-05-03;12820;3548;45512.0;28.2;7.8
47;64;2021-05-03;11154;2112;23318.0;47.8;9.1
47;69;2021-05-03;13035;2680;23718.0;55.0;11.3
47;74;2021-05-03;15254;5652;21876.0;69.7;25.8
47;79;2021-05-03;11256;7624;14687.0;76.6;51.9
47;80;2021-05-03;19237;13381;28326.0;67.9;47.2
48;24;2021-05-03;214;73;5269.0;4.1;1.4
48;29;2021-05-03;251;91;3397.0;7.4;2.7
48;39;2021-05-03;667;303;7892.0;8.5;3.8
48;49;2021-05-03;1282;597;9437.0;13.6;6.3
48;59;2021-05-03;2802;1030;10818.0;25.9;9.5
48;64;2021-05-03;2202;571;5523.0;39.9;10.3
48;69;2021-05-03;2596;906;5546.0;46.8;16.3
48;74;2021-05-03;3332;1582;4893.0;68.1;32.3
48;79;2021-05-03;2386;1830;3046.0;78.3;60.1
48;80;2021-05-03;4437;3604;6546.0;67.8;55.1
49;24;2021-05-03;3364;1172;73580.0;4.6;1.6
49;29;2021-05-03;3304;1200;40160.0;8.2;3.0
49;39;2021-05-03;8403;3212;95013.0;8.8;3.4
49;49;2021-05-03;11392;4575;102005.0;11.2;4.5
49;59;2021-05-03;30933;7987;102416.0;30.2;7.8
49;64;2021-05-03;29288;3403;49545.0;59.1;6.9
49;69;2021-05-03;31986;3631;47115.0;67.9;7.7
49;74;2021-05-03;34324;9653;41943.0;81.8;23.0
49;79;2021-05-03;22460;15874;26000.0;86.4;61.1
49;80;2021-05-03;42382;31569;58095.0;73.0;54.3
50;24;2021-05-03;1380;561;30917.0;4.5;1.8
50;29;2021-05-03;1675;716;22751.0;7.4;3.1
50;39;2021-05-03;4855;2203;52724.0;9.2;4.2
50;49;2021-05-03;7184;3319;58061.0;12.4;5.7
50;59;2021-05-03;20387;6242;68673.0;29.7;9.1
50;64;2021-05-03;18944;3049;35084.0;54.0;8.7
50;69;2021-05-03;20828;3999;34247.0;60.8;11.7
50;74;2021-05-03;26090;9575;31790.0;82.1;30.1
50;79;2021-05-03;16618;12533;18769.0;88.5;66.8
50;80;2021-05-03;32313;24943;42204.0;76.6;59.1
51;24;2021-05-03;2350;566;53016.0;4.4;1.1
51;29;2021-05-03;2283;725;31606.0;7.2;2.3
51;39;2021-05-03;5204;1972;69338.0;7.5;2.8
51;49;2021-05-03;7205;2660;70406.0;10.2;3.8
51;59;2021-05-03;20173;5736;72009.0;28.0;8.0
51;64;2021-05-03;16371;2741;34031.0;48.1;8.1
51;69;2021-05-03;18623;3485;32988.0;56.5;10.6
51;74;2021-05-03;22560;7368;29996.0;75.2;24.6
51;79;2021-05-03;14234;10943;17033.0;83.6;64.2
51;80;2021-05-03;24221;19141;33132.0;73.1;57.8
52;24;2021-05-03;330;98;10948.0;3.0;0.9
52;29;2021-05-03;445;157;8345.0;5.3;1.9
52;39;2021-05-03;1480;564;17980.0;8.2;3.1
52;49;2021-05-03;2667;920;19980.0;13.3;4.6
52;59;2021-05-03;6975;1881;24288.0;28.7;7.7
52;64;2021-05-03;6193;1034;12592.0;49.2;8.2
52;69;2021-05-03;7031;1296;12380.0;56.8;10.5
52;74;2021-05-03;7933;2292;11009.0;72.1;20.8
52;79;2021-05-03;5379;3365;6500.0;82.8;51.8
52;80;2021-05-03;9558;6469;13571.0;70.4;47.7
53;24;2021-05-03;776;365;21795.0;3.6;1.7
53;29;2021-05-03;765;391;13770.0;5.6;2.8
53;39;2021-05-03;2334;1257;33591.0;6.9;3.7
53;49;2021-05-03;3513;1961;38239.0;9.2;5.1
53;59;2021-05-03;9114;3541;40380.0;22.6;8.8
53;64;2021-05-03;7407;1638;19825.0;37.4;8.3
53;69;2021-05-03;9051;2191;18906.0;47.9;11.6
53;74;2021-05-03;13479;5661;16974.0;79.4;33.4
53;79;2021-05-03;8282;6439;10260.0;80.7;62.8
53;80;2021-05-03;17643;14450;24074.0;73.3;60.0
54;24;2021-05-03;3299;832;73381.0;4.5;1.1
54;29;2021-05-03;3181;998;42716.0;7.4;2.3
54;39;2021-05-03;8073;2892;91468.0;8.8;3.2
54;49;2021-05-03;11591;4044;89778.0;12.9;4.5
54;59;2021-05-03;30666;8961;92748.0;33.1;9.7
54;64;2021-05-03;24673;4836;45058.0;54.8;10.7
54;69;2021-05-03;26114;6217;42708.0;61.1;14.6
54;74;2021-05-03;27216;10444;37042.0;73.5;28.2
54;79;2021-05-03;17464;13629;21736.0;80.3;62.7
54;80;2021-05-03;31438;24857;45006.0;69.9;55.2
55;24;2021-05-03;432;114;12250.0;3.5;0.9
55;29;2021-05-03;501;138;8717.0;5.7;1.6
55;39;2021-05-03;1630;504;20573.0;7.9;2.4
55;49;2021-05-03;2495;795;22189.0;11.2;3.6
55;59;2021-05-03;7394;1848;25507.0;29.0;7.2
55;64;2021-05-03;6946;1079;13096.0;53.0;8.2
55;69;2021-05-03;8018;1492;12914.0;62.1;11.6
55;74;2021-05-03;8683;2840;10888.0;79.7;26.1
55;79;2021-05-03;4766;3422;6009.0;79.3;56.9
55;80;2021-05-03;8888;6515;13022.0;68.3;50.0
56;24;2021-05-03;1964;638;49375.0;4.0;1.3
56;29;2021-05-03;2270;634;31552.0;7.2;2.0
56;39;2021-05-03;7134;2171;80891.0;8.8;2.7
56;49;2021-05-03;11164;3671;94257.0;11.8;3.9
56;59;2021-05-03;28077;7350;103556.0;27.1;7.1
56;64;2021-05-03;28799;3513;55073.0;52.3;6.4
56;69;2021-05-03;33606;4047;54410.0;61.8;7.4
56;74;2021-05-03;42267;8810;49802.0;84.9;17.7
56;79;2021-05-03;26358;17629;28672.0;91.9;61.5
56;80;2021-05-03;45889;31828;57856.0;79.3;55.0
57;24;2021-05-03;3468;2185;76564.0;4.5;2.9
57;29;2021-05-03;3607;2266;57735.0;6.2;3.9
57;39;2021-05-03;11037;6879;132378.0;8.3;5.2
57;49;2021-05-03;16073;9105;131505.0;12.2;6.9
57;59;2021-05-03;44762;18515;147461.0;30.4;12.6
57;64;2021-05-03;35776;11827;71227.0;50.2;16.6
57;69;2021-05-03;37842;14802;64651.0;58.5;22.9
57;74;2021-05-03;39513;20781;50986.0;77.5;40.8
57;79;2021-05-03;26510;22090;34126.0;77.7;64.7
57;80;2021-05-03;45660;38318;62704.0;72.8;61.1
58;24;2021-05-03;412;143;11645.0;3.5;1.2
58;29;2021-05-03;513;193;7782.0;6.6;2.5
58;39;2021-05-03;1557;600;18995.0;8.2;3.2
58;49;2021-05-03;2659;1053;22646.0;11.7;4.6
58;59;2021-05-03;7402;2535;27780.0;26.6;9.1
58;64;2021-05-03;7012;1443;15906.0;44.1;9.1
58;69;2021-05-03;8814;2128;16731.0;52.7;12.7
58;74;2021-05-03;11697;4132;15108.0;77.4;27.3
58;79;2021-05-03;8244;6361;9264.0;89.0;68.7
58;80;2021-05-03;14816;11515;19486.0;76.0;59.1
59;24;2021-05-03;11911;4227;248677.0;4.8;1.7
59;29;2021-05-03;12022;4648;155795.0;7.7;3.0
59;39;2021-05-03;32799;13452;335101.0;9.8;4.0
59;49;2021-05-03;44591;18380;326530.0;13.7;5.6
59;59;2021-05-03;109019;34864;320261.0;34.0;10.9
59;64;2021-05-03;81288;19399;148581.0;54.7;13.1
59;69;2021-05-03;84240;24054;137139.0;61.4;17.5
59;74;2021-05-03;90740;42055;119660.0;75.8;35.1
59;79;2021-05-03;52252;41113;64728.0;80.7;63.5
59;80;2021-05-03;88513;69672;131566.0;67.3;53.0
60;24;2021-05-03;2169;815;62002.0;3.5;1.3
60;29;2021-05-03;2516;1018;44676.0;5.6;2.3
60;39;2021-05-03;8238;3455;106081.0;7.8;3.3
60;49;2021-05-03;13589;5705;111306.0;12.2;5.1
60;59;2021-05-03;32114;11229;110477.0;29.1;10.2
60;64;2021-05-03;23016;6759;49312.0;46.7;13.7
60;69;2021-05-03;24931;8848;46165.0;54.0;19.2
60;74;2021-05-03;28495;15017;38888.0;73.3;38.6
60;79;2021-05-03;17797;14156;21958.0;81.1;64.5
60;80;2021-05-03;27853;22192;39169.0;71.1;56.7
61;24;2021-05-03;748;259;18051.0;4.1;1.4
61;29;2021-05-03;712;295;11845.0;6.0;2.5
61;39;2021-05-03;2603;1125;27860.0;9.3;4.0
61;49;2021-05-03;3859;1685;32672.0;11.8;5.2
61;59;2021-05-03;10769;3507;38069.0;28.3;9.2
61;64;2021-05-03;10240;1827;20092.0;51.0;9.1
61;69;2021-05-03;12108;2397;20194.0;60.0;11.9
61;74;2021-05-03;15169;6460;18393.0;82.5;35.1
61;79;2021-05-03;10313;7904;11048.0;93.3;71.5
61;80;2021-05-03;19461;15148;24824.0;78.4;61.0
62;24;2021-05-03;5021;1921;115190.0;4.4;1.7
62;29;2021-05-03;5561;2405;76661.0;7.3;3.1
62;39;2021-05-03;17986;7898;181223.0;9.9;4.4
62;49;2021-05-03;27498;11576;185396.0;14.8;6.2
62;59;2021-05-03;66385;22593;188804.0;35.2;12.0
62;64;2021-05-03;50921;13992;92654.0;55.0;15.1
62;69;2021-05-03;55544;19195;88487.0;62.8;21.7
62;74;2021-05-03;58999;29722;74647.0;79.0;39.8
62;79;2021-05-03;32903;24916;39304.0;83.7;63.4
62;80;2021-05-03;55654;42205;79983.0;69.6;52.8
63;24;2021-05-03;2504;803;57859.0;4.3;1.4
63;29;2021-05-03;2400;954;34784.0;6.9;2.7
63;39;2021-05-03;6112;2505;77930.0;7.8;3.2
63;49;2021-05-03;8643;3681;83111.0;10.4;4.4
63;59;2021-05-03;23880;7838;86381.0;27.6;9.1
63;64;2021-05-03;20450;4091;42614.0;48.0;9.6
63;69;2021-05-03;22780;5601;41854.0;54.4;13.4
63;74;2021-05-03;27519;11492;37974.0;72.5;30.3
63;79;2021-05-03;18327;14067;23482.0;78.0;59.9
63;80;2021-05-03;29720;22849;44122.0;67.4;51.8
64;24;2021-05-03;1685;624;47008.0;3.6;1.3
64;29;2021-05-03;2366;927;31664.0;7.5;2.9
64;39;2021-05-03;7486;2948;78556.0;9.5;3.8
64;49;2021-05-03;11437;4494;87908.0;13.0;5.1
64;59;2021-05-03;29649;9346;94942.0;31.2;9.8
64;64;2021-05-03;26373;4828;45492.0;58.0;10.6
64;69;2021-05-03;29727;6508;44637.0;66.6;14.6
64;74;2021-05-03;34285;13948;40739.0;84.2;34.2
64;79;2021-05-03;24958;19422;27526.0;90.7;70.6
64;80;2021-05-03;42408;33208;55070.0;77.0;60.3
65;24;2021-05-03;604;182;15160.0;4.0;1.2
65;29;2021-05-03;742;192;9487.0;7.8;2.0
65;39;2021-05-03;2597;726;22948.0;11.3;3.2
65;49;2021-05-03;4699;1416;26998.0;17.4;5.2
65;59;2021-05-03;11682;3406;32331.0;36.1;10.5
65;64;2021-05-03;9531;1959;17205.0;55.4;11.4
65;69;2021-05-03;10971;2797;17101.0;64.2;16.4
65;74;2021-05-03;12691;4812;15217.0;83.4;31.6
65;79;2021-05-03;8884;6429;10138.0;87.6;63.4
65;80;2021-05-03;15499;11368;20637.0;75.1;55.1
66;24;2021-05-03;848;253;31663.0;2.7;0.8
66;29;2021-05-03;1173;386;21408.0;5.5;1.8
66;39;2021-05-03;3871;1310;51091.0;7.6;2.6
66;49;2021-05-03;7127;2425;57577.0;12.4;4.2
66;59;2021-05-03;19067;5083;63924.0;29.8;8.0
66;64;2021-05-03;17564;2755;32657.0;53.8;8.4
66;69;2021-05-03;21237;3685;33729.0;63.0;10.9
66;74;2021-05-03;25357;7692;33285.0;76.2;23.1
66;79;2021-05-03;18157;12520;22201.0;81.8;56.4
66;80;2021-05-03;26734;18844;39492.0;67.7;47.7
67;24;2021-05-03;5386;1490;103470.0;5.2;1.4
67;29;2021-05-03;5028;1623;68258.0;7.4;2.4
67;39;2021-05-03;12289;4370;143902.0;8.5;3.0
67;49;2021-05-03;16045;5638;144948.0;11.1;3.9
67;59;2021-05-03;44329;11576;155713.0;28.5;7.4
67;64;2021-05-03;33290;6234;71470.0;46.6;8.7
67;69;2021-05-03;35373;7753;65531.0;54.0;11.8
67;74;2021-05-03;38685;12158;51149.0;75.6;23.8
67;79;2021-05-03;27233;18609;36563.0;74.5;50.9
67;80;2021-05-03;45365;31390;63738.0;71.2;49.2
68;24;2021-05-03;1652;516;53910.0;3.1;1.0
68;29;2021-05-03;2118;757;40567.0;5.2;1.9
68;39;2021-05-03;6135;2375;94190.0;6.5;2.5
68;49;2021-05-03;9393;3715;100879.0;9.3;3.7
68;59;2021-05-03;27117;9065;108273.0;25.0;8.4
68;64;2021-05-03;22804;5614;50002.0;45.6;11.2
68;69;2021-05-03;24956;7569;46609.0;53.5;16.2
68;74;2021-05-03;27330;12325;37574.0;72.7;32.8
68;79;2021-05-03;19643;15693;26401.0;74.4;59.4
68;80;2021-05-03;32159;25781;45363.0;70.9;56.8
69;24;2021-05-03;8375;3016;193707.0;4.3;1.6
69;29;2021-05-03;8727;3539;128544.0;6.8;2.8
69;39;2021-05-03;19917;7912;255779.0;7.8;3.1
69;49;2021-05-03;25086;10225;235508.0;10.7;4.3
69;59;2021-05-03;64725;21060;220390.0;29.4;9.6
69;64;2021-05-03;45793;10194;92849.0;49.3;11.0
69;69;2021-05-03;47305;11517;86477.0;54.7;13.3
69;74;2021-05-03;59325;25446;80551.0;73.6;31.6
69;79;2021-05-03;47101;36231;56229.0;83.8;64.4
69;80;2021-05-03;74814;57186;102744.0;72.8;55.7
70;24;2021-05-03;357;109;14595.0;2.4;0.7
70;29;2021-05-03;493;190;9950.0;5.0;1.9
70;39;2021-05-03;1493;543;25822.0;5.8;2.1
70;49;2021-05-03;2743;1027;29753.0;9.2;3.5
70;59;2021-05-03;7799;2299;33090.0;23.6;6.9
70;64;2021-05-03;7179;1454;16609.0;43.2;8.8
70;69;2021-05-03;8635;2085;16317.0;52.9;12.8
70;74;2021-05-03;10935;4259;14717.0;74.3;28.9
70;79;2021-05-03;7198;5565;8819.0;81.6;63.1
70;80;2021-05-03;11533;9016;16152.0;71.4;55.8
71;24;2021-05-03;1140;503;33329.0;3.4;1.5
71;29;2021-05-03;1414;639;23851.0;5.9;2.7
71;39;2021-05-03;4829;2150;58219.0;8.3;3.7
71;49;2021-05-03;7680;3276;65377.0;11.7;5.0
71;59;2021-05-03;20062;7042;76338.0;26.3;9.2
71;64;2021-05-03;16999;3948;38652.0;44.0;10.2
71;69;2021-05-03;20788;5370;39372.0;52.8;13.6
71;74;2021-05-03;27195;10276;36506.0;74.5;28.1
71;79;2021-05-03;19418;14696;23611.0;82.2;62.2
71;80;2021-05-03;34204;26418;46373.0;73.8;57.0
72;24;2021-05-03;1457;420;42293.0;3.4;1.0
72;29;2021-05-03;1598;574;26871.0;5.9;2.1
72;39;2021-05-03;4507;1708;61693.0;7.3;2.8
72;49;2021-05-03;6810;2536;69750.0;9.8;3.6
72;59;2021-05-03;16948;4933;73282.0;23.1;6.7
72;64;2021-05-03;15767;2197;36635.0;43.0;6.0
72;69;2021-05-03;17871;2778;35483.0;50.4;7.8
72;74;2021-05-03;20765;5592;31469.0;66.0;17.8
72;79;2021-05-03;14187;8874;19674.0;72.1;45.1
72;80;2021-05-03;27733;18425;41352.0;67.1;44.6
73;24;2021-05-03;815;213;32141.0;2.5;0.7
73;29;2021-05-03;1160;359;21474.0;5.4;1.7
73;39;2021-05-03;3656;1153;52325.0;7.0;2.2
73;49;2021-05-03;5386;1903;57492.0;9.4;3.3
73;59;2021-05-03;15582;4409;59925.0;26.0;7.4
73;64;2021-05-03;13478;2458;27935.0;48.2;8.8
73;69;2021-05-03;15056;3092;25927.0;58.1;11.9
73;74;2021-05-03;17169;5959;22860.0;75.1;26.1
73;79;2021-05-03;13599;10604;15657.0;86.9;67.7
73;80;2021-05-03;20961;16376;28393.0;73.8;57.7
74;24;2021-05-03;1304;409;54544.0;2.4;0.7
74;29;2021-05-03;2235;763;50048.0;4.5;1.5
74;39;2021-05-03;6640;2235;121243.0;5.5;1.8
74;49;2021-05-03;10285;3356;117006.0;8.8;2.9
74;59;2021-05-03;27668;7381;110349.0;25.1;6.7
74;64;2021-05-03;20787;3947;44341.0;46.9;8.9
74;69;2021-05-03;22191;5226;41045.0;54.1;12.7
74;74;2021-05-03;27121;11539;37053.0;73.2;31.1
74;79;2021-05-03;20371;15682;24722.0;82.4;63.4
74;80;2021-05-03;28635;22352;40575.0;70.6;55.1
75;24;2021-05-03;16986;4184;222205.0;7.6;1.9
75;29;2021-05-03;19196;5840;215331.0;8.9;2.7
75;39;2021-05-03;39145;12818;332595.0;11.8;3.9
75;49;2021-05-03;46950;15982;277369.0;16.9;5.8
75;59;2021-05-03;115995;33886;259307.0;44.7;13.1
75;64;2021-05-03;72010;17760;110883.0;64.9;16.0
75;69;2021-05-03;62658;18498;102872.0;60.9;18.0
75;74;2021-05-03;70088;34607;98223.0;71.4;35.2
75;79;2021-05-03;50060;40435;64896.0;77.1;62.3
75;80;2021-05-03;76756;61646;109244.0;70.3;56.4
750;64;2021-05-03;1;0;;;
76;24;2021-05-03;5417;2147;106184.0;5.1;2.0
76;29;2021-05-03;5606;2556;69080.0;8.1;3.7
76;39;2021-05-03;14746;6820;152559.0;9.7;4.5
76;49;2021-05-03;18910;8478;151379.0;12.5;5.6
76;59;2021-05-03;49830;14933;159079.0;31.3;9.4
76;64;2021-05-03;41276;7269;77692.0;53.1;9.4
76;69;2021-05-03;44925;8528;75020.0;59.9;11.4
76;74;2021-05-03;52686;21101;65404.0;80.6;32.3
76;79;2021-05-03;34501;26585;39775.0;86.7;66.8
76;80;2021-05-03;57854;45090;76864.0;75.3;58.7
77;24;2021-05-03;2083;716;119700.0;1.7;0.6
77;29;2021-05-03;2595;1011;83196.0;3.1;1.2
77;39;2021-05-03;8482;3255;192425.0;4.4;1.7
77;49;2021-05-03;13008;4993;196727.0;6.6;2.5
77;59;2021-05-03;36797;10464;185341.0;19.9;5.6
77;64;2021-05-03;30235;5858;76699.0;39.4;7.6
77;69;2021-05-03;32079;7723;66623.0;48.2;11.6
77;74;2021-05-03;37299;16544;56446.0;66.1;29.3
77;79;2021-05-03;26444;21499;34428.0;76.8;62.4
77;80;2021-05-03;40778;33479;57566.0;70.8;58.2
78;24;2021-05-03;2995;738;114179.0;2.6;0.6
78;29;2021-05-03;3448;1109;79205.0;4.4;1.4
78;39;2021-05-03;10649;3258;184091.0;5.8;1.8
78;49;2021-05-03;17066;5320;202141.0;8.4;2.6
78;59;2021-05-03;53347;13255;192045.0;27.8;6.9
78;64;2021-05-03;43561;7197;78301.0;55.6;9.2
78;69;2021-05-03;39298;8912;68519.0;57.4;13.0
78;74;2021-05-03;43009;21326;62672.0;68.6;34.0
78;79;2021-05-03;28215;22587;42980.0;65.6;52.6
78;80;2021-05-03;48636;39681;74459.0;65.3;53.3
79;24;2021-05-03;859;343;23587.0;3.6;1.5
79;29;2021-05-03;921;377;16506.0;5.6;2.3
79;39;2021-05-03;3093;1422;41182.0;7.5;3.5
79;49;2021-05-03;4711;2121;47239.0;10.0;4.5
79;59;2021-05-03;13267;4117;51600.0;25.7;8.0
79;64;2021-05-03;11854;1867;25727.0;46.1;7.3
79;69;2021-05-03;13757;2338;24538.0;56.1;9.5
79;74;2021-05-03;17570;6011;21802.0;80.6;27.6
79;79;2021-05-03;11533;8389;13843.0;83.3;60.6
79;80;2021-05-03;22000;16581;29168.0;75.4;56.8
80;24;2021-05-03;2716;807;53274.0;5.1;1.5
80;29;2021-05-03;2457;866;30964.0;7.9;2.8
80;39;2021-05-03;6295;2450;67453.0;9.3;3.6
80;49;2021-05-03;8385;3250;71182.0;11.8;4.6
80;59;2021-05-03;22054;6284;73570.0;30.0;8.5
80;64;2021-05-03;17758;3331;35831.0;49.6;9.3
80;69;2021-05-03;19531;4432;34903.0;56.0;12.7
80;74;2021-05-03;22613;8949;30000.0;75.4;29.8
80;79;2021-05-03;14567;11142;17445.0;83.5;63.9
80;80;2021-05-03;23473;18283;33674.0;69.7;54.3
81;24;2021-05-03;915;221;25382.0;3.6;0.9
81;29;2021-05-03;1029;362;16270.0;6.3;2.2
81;39;2021-05-03;3535;1099;41434.0;8.5;2.7
81;49;2021-05-03;6728;2003;48581.0;13.8;4.1
81;59;2021-05-03;16345;4576;53768.0;30.4;8.5
81;64;2021-05-03;13347;2446;26784.0;49.8;9.1
81;69;2021-05-03;15591;3619;26379.0;59.1;13.7
81;74;2021-05-03;18386;8080;24116.0;76.2;33.5
81;79;2021-05-03;12904;9343;15421.0;83.7;60.6
81;80;2021-05-03;24110;17802;33465.0;72.0;53.2
82;24;2021-05-03;411;106;16792.0;2.4;0.6
82;29;2021-05-03;591;206;11727.0;5.0;1.8
82;39;2021-05-03;1976;680;30052.0;6.6;2.3
82;49;2021-05-03;3615;1217;35032.0;10.3;3.5
82;59;2021-05-03;9517;2588;35322.0;26.9;7.3
82;64;2021-05-03;8040;1236;16858.0;47.7;7.3
82;69;2021-05-03;9598;1617;16693.0;57.5;9.7
82;74;2021-05-03;11252;3743;14495.0;77.6;25.8
82;79;2021-05-03;8369;5924;9336.0;89.6;63.5
82;80;2021-05-03;13764;10031;18300.0;75.2;54.8
83;24;2021-05-03;1614;681;69501.0;2.3;1.0
83;29;2021-05-03;2311;1103;48220.0;4.8;2.3
83;39;2021-05-03;7538;3704;120276.0;6.3;3.1
83;49;2021-05-03;13650;6216;131324.0;10.4;4.7
83;59;2021-05-03;39529;12588;145518.0;27.2;8.7
83;64;2021-05-03;32788;7871;72726.0;45.1;10.8
83;69;2021-05-03;39709;10523;73312.0;54.2;14.4
83;74;2021-05-03;50967;21425;72201.0;70.6;29.7
83;79;2021-05-03;40651;29347;53309.0;76.3;55.1
83;80;2021-05-03;58600;42607;85869.0;68.2;49.6
84;24;2021-05-03;882;247;39477.0;2.2;0.6
84;29;2021-05-03;1250;408;27578.0;4.5;1.5
84;39;2021-05-03;4270;1430;63922.0;6.7;2.2
84;49;2021-05-03;7644;2651;70030.0;10.9;3.8
84;59;2021-05-03;20518;5763;77217.0;26.6;7.5
84;64;2021-05-03;16492;3160;36344.0;45.4;8.7
84;69;2021-05-03;18628;3774;35290.0;52.8;10.7
84;74;2021-05-03;22020;7196;31933.0;69.0;22.5
84;79;2021-05-03;17998;12773;21947.0;82.0;58.2
84;80;2021-05-03;25673;18574;37418.0;68.6;49.6
85;24;2021-05-03;1665;642;41969.0;4.0;1.5
85;29;2021-05-03;2010;815;29084.0;6.9;2.8
85;39;2021-05-03;5803;2529;75720.0;7.7;3.3
85;49;2021-05-03;8286;3672;86574.0;9.6;4.2
85;59;2021-05-03;20695;6592;89803.0;23.0;7.3
85;64;2021-05-03;22080;2763;47935.0;46.1;5.8
85;69;2021-05-03;27792;3234;49126.0;56.6;6.6
85;74;2021-05-03;37277;8052;45117.0;82.6;17.8
85;79;2021-05-03;23739;16213;26284.0;90.3;61.7
85;80;2021-05-03;41134;30561;50506.0;81.4;60.5
86;24;2021-05-03;2374;454;42794.0;5.5;1.1
86;29;2021-05-03;2018;636;21569.0;9.4;2.9
86;39;2021-05-03;4985;1687;48717.0;10.2;3.5
86;49;2021-05-03;7361;2412;52927.0;13.9;4.6
86;59;2021-05-03;18194;4874;55357.0;32.9;8.8
86;64;2021-05-03;14956;2422;28304.0;52.8;8.6
86;69;2021-05-03;16610;2986;27405.0;60.6;10.9
86;74;2021-05-03;18128;5782;23771.0;76.3;24.3
86;79;2021-05-03;13165;9825;15115.0;87.1;65.0
86;80;2021-05-03;24216;18671;32981.0;73.4;56.6
87;24;2021-05-03;1654;403;30878.0;5.4;1.3
87;29;2021-05-03;1664;543;17124.0;9.7;3.2
87;39;2021-05-03;4293;1512;39312.0;10.9;3.8
87;49;2021-05-03;6654;2379;44763.0;14.9;5.3
87;59;2021-05-03;15970;4505;49746.0;32.1;9.1
87;64;2021-05-03;13095;2187;25026.0;52.3;8.7
87;69;2021-05-03;15011;2663;25500.0;58.9;10.4
87;74;2021-05-03;17916;4786;23660.0;75.7;20.2
87;79;2021-05-03;12185;8646;14787.0;82.4;58.5
87;80;2021-05-03;21743;16024;30671.0;70.9;52.2
88;24;2021-05-03;872;345;23721.0;3.7;1.5
88;29;2021-05-03;961;448;15975.0;6.0;2.8
88;39;2021-05-03;3260;1445;38540.0;8.5;3.7
88;49;2021-05-03;5864;2583;43251.0;13.6;6.0
88;59;2021-05-03;15524;5073;51489.0;30.2;9.9
88;64;2021-05-03;13012;3012;26457.0;49.2;11.4
88;69;2021-05-03;15333;4182;25999.0;59.0;16.1
88;74;2021-05-03;17603;7087;23464.0;75.0;30.2
88;79;2021-05-03;10777;8434;13069.0;82.5;64.5
88;80;2021-05-03;19991;16090;28475.0;70.2;56.5
89;24;2021-05-03;637;237;20050.0;3.2;1.2
89;29;2021-05-03;816;347;14639.0;5.6;2.4
89;39;2021-05-03;2667;1280;36906.0;7.2;3.5
89;49;2021-05-03;4420;2052;40908.0;10.8;5.0
89;59;2021-05-03;11117;4092;45251.0;24.6;9.0
89;64;2021-05-03;9504;2302;23463.0;40.5;9.8
89;69;2021-05-03;11490;3059;24006.0;47.9;12.7
89;74;2021-05-03;15015;6690;21497.0;69.8;31.1
89;79;2021-05-03;9951;7867;12690.0;78.4;62.0
89;80;2021-05-03;17877;14524;25315.0;70.6;57.4
90;24;2021-05-03;455;109;11142.0;4.1;1.0
90;29;2021-05-03;481;150;8158.0;5.9;1.8
90;39;2021-05-03;1506;554;16796.0;9.0;3.3
90;49;2021-05-03;2587;1016;17954.0;14.4;5.7
90;59;2021-05-03;6527;2519;18412.0;35.4;13.7
90;64;2021-05-03;4758;1311;8988.0;52.9;14.6
90;69;2021-05-03;5108;1725;8307.0;61.5;20.8
90;74;2021-05-03;5952;2826;7344.0;81.0;38.5
90;79;2021-05-03;3755;3016;4601.0;81.6;65.6
90;80;2021-05-03;6423;5152;8820.0;72.8;58.4
91;24;2021-05-03;2162;779;117572.0;1.8;0.7
91;29;2021-05-03;3114;1262;81175.0;3.8;1.6
91;39;2021-05-03;9554;3856;174980.0;5.5;2.2
91;49;2021-05-03;15552;6207;179847.0;8.6;3.5
91;59;2021-05-03;42233;12242;169548.0;24.9;7.2
91;64;2021-05-03;32281;6533;68442.0;47.2;9.5
91;69;2021-05-03;30292;7478;57526.0;52.7;13.0
91;74;2021-05-03;34910;15558;50951.0;68.5;30.5
91;79;2021-05-03;26359;21470;33960.0;77.6;63.2
91;80;2021-05-03;43589;35533;59916.0;72.8;59.3
92;24;2021-05-03;4574;1351;139712.0;3.3;1.0
92;29;2021-05-03;6084;2106;114932.0;5.3;1.8
92;39;2021-05-03;15843;5236;241384.0;6.6;2.2
